발생월,발생일,사고유형대분류,사고유형중분류,사고유형,사고건수,사망자수,중상자수,경상자수,부상신고자수
1,1,차대사람,횡단중,횡단중,11,2,3,6,0
1,1,차대사람,차도통행중,차도통행중,2,0,0,2,0
1,1,차대사람,길가장자리구역통행중,길가장자리구역통행중,1,0,0,1,0
1,1,차대사람,보도통행중,보도통행중,4,0,1,3,0
1,1,차대사람,기타,기타,14,2,4,9,0
1,1,차대차,정면충돌,정면충돌,14,1,9,14,1
1,1,차대차,측면충돌,측면충돌,90,1,22,113,3
1,1,차대차,후진중충돌,후진중충돌,6,0,2,5,1
1,1,차대차,추돌,추돌,50,1,15,79,2
1,1,차대차,기타,기타,48,0,13,52,9
1,1,차량단독,전도,전도,3,0,0,1,2
1,1,차량단독,공작물충돌,공작물충돌,7,1,3,5,0
1,1,차량단독,도로이탈,도로이탈 추락,2,0,0,2,0
1,1,차량단독,도로이탈,도로이탈 기타,1,0,1,0,0
1,1,차량단독,기타,기타,4,0,1,2,1
1,2,차대사람,횡단중,횡단중,34,1,19,15,1
1,2,차대사람,차도통행중,차도통행중,9,0,3,7,0
1,2,차대사람,길가장자리구역통행중,길가장자리구역통행중,5,0,3,1,1
1,2,차대사람,보도통행중,보도통행중,5,0,1,4,0
1,2,차대사람,기타,기타,32,0,12,17,4
1,2,차대차,정면충돌,정면충돌,15,0,8,17,0
1,2,차대차,측면충돌,측면충돌,146,2,45,166,10
1,2,차대차,후진중충돌,후진중충돌,11,0,0,15,0
1,2,차대차,추돌,추돌,60,1,22,100,6
1,2,차대차,기타,기타,85,0,11,110,11
1,2,차량단독,전도,전도,2,0,1,1,0
1,2,차량단독,전복,전복,2,1,0,3,0
1,2,차량단독,공작물충돌,공작물충돌,8,1,4,4,2
1,2,차량단독,기타,기타,10,0,4,4,2
1,3,차대사람,횡단중,횡단중,16,1,6,10,0
1,3,차대사람,차도통행중,차도통행중,3,0,0,4,0
1,3,차대사람,길가장자리구역통행중,길가장자리구역통행중,2,0,0,2,0
1,3,차대사람,보도통행중,보도통행중,1,0,1,0,0
1,3,차대사람,기타,기타,15,1,5,8,1
1,3,차대차,정면충돌,정면충돌,16,0,7,21,0
1,3,차대차,측면충돌,측면충돌,102,0,26,125,6
1,3,차대차,후진중충돌,후진중충돌,3,0,0,6,0
1,3,차대차,추돌,추돌,36,0,9,57,1
1,3,차대차,기타,기타,43,0,17,42,1
1,3,차량단독,공작물충돌,공작물충돌,5,1,0,3,1
1,3,차량단독,도로이탈,도로이탈 추락,1,0,1,0,0
1,3,차량단독,기타,기타,2,0,0,2,0
1,4,차대사람,횡단중,횡단중,26,0,9,15,2
1,4,차대사람,차도통행중,차도통행중,15,0,5,9,1
1,4,차대사람,길가장자리구역통행중,길가장자리구역통행중,9,0,4,5,0
1,4,차대사람,보도통행중,보도통행중,6,1,0,5,0
1,4,차대사람,기타,기타,27,0,10,18,2
1,4,차대차,정면충돌,정면충돌,19,1,10,21,0
1,4,차대차,측면충돌,측면충돌,142,0,41,156,13
1,4,차대차,후진중충돌,후진중충돌,7,0,0,8,0
1,4,차대차,추돌,추돌,71,1,24,93,6
1,4,차대차,기타,기타,81,2,14,81,10
1,4,차량단독,전도,전도,1,0,0,0,1
1,4,차량단독,공작물충돌,공작물충돌,4,1,2,0,1
1,4,차량단독,도로이탈,도로이탈 추락,1,0,0,0,1
1,4,차량단독,기타,기타,9,0,2,6,1
1,5,차대사람,횡단중,횡단중,39,2,16,20,2
1,5,차대사람,차도통행중,차도통행중,9,0,5,3,1
1,5,차대사람,길가장자리구역통행중,길가장자리구역통행중,5,0,3,2,0
1,5,차대사람,보도통행중,보도통행중,4,0,2,2,0
1,5,차대사람,기타,기타,34,2,7,25,2
1,5,차대차,정면충돌,정면충돌,15,2,8,13,0
1,5,차대차,측면충돌,측면충돌,157,0,44,188,7
1,5,차대차,후진중충돌,후진중충돌,6,0,0,7,0
1,5,차대차,추돌,추돌,62,0,16,73,6
1,5,차대차,기타,기타,92,1,26,89,8
1,5,차량단독,공작물충돌,공작물충돌,6,1,2,1,2
1,5,차량단독,기타,기타,4,0,1,2,1
1,6,차대사람,횡단중,횡단중,44,2,25,19,0
1,6,차대사람,차도통행중,차도통행중,6,0,2,2,2
1,6,차대사람,길가장자리구역통행중,길가장자리구역통행중,4,0,2,2,0
1,6,차대사람,보도통행중,보도통행중,4,0,1,3,0
1,6,차대사람,기타,기타,48,0,10,37,3
1,6,차대차,정면충돌,정면충돌,23,1,12,25,1
1,6,차대차,측면충돌,측면충돌,164,1,35,186,16
1,6,차대차,후진중충돌,후진중충돌,10,0,0,10,0
1,6,차대차,추돌,추돌,127,1,23,162,6
1,6,차대차,기타,기타,115,0,31,123,14
1,6,차량단독,전도,전도,2,0,1,0,1
1,6,차량단독,공작물충돌,공작물충돌,4,0,1,0,3
1,6,차량단독,도로이탈,도로이탈 기타,1,0,0,1,0
1,6,차량단독,기타,기타,14,0,4,8,2
1,7,차대사람,횡단중,횡단중,33,1,15,18,2
1,7,차대사람,차도통행중,차도통행중,3,0,0,1,2
1,7,차대사람,길가장자리구역통행중,길가장자리구역통행중,5,0,2,3,0
1,7,차대사람,보도통행중,보도통행중,2,0,0,2,0
1,7,차대사람,기타,기타,23,1,5,17,0
1,7,차대차,정면충돌,정면충돌,15,0,4,17,0
1,7,차대차,측면충돌,측면충돌,114,1,24,124,11
1,7,차대차,후진중충돌,후진중충돌,4,0,0,5,0
1,7,차대차,추돌,추돌,87,0,11,114,4
1,7,차대차,기타,기타,68,1,11,81,7
1,7,차량단독,전복,전복,1,0,1,0,0
1,7,차량단독,공작물충돌,공작물충돌,7,1,2,8,0
1,7,차량단독,기타,기타,8,0,0,8,0
1,8,차대사람,횡단중,횡단중,35,0,18,21,0
1,8,차대사람,차도통행중,차도통행중,5,0,2,3,0
1,8,차대사람,길가장자리구역통행중,길가장자리구역통행중,6,0,1,5,0
1,8,차대사람,보도통행중,보도통행중,5,0,4,1,0
1,8,차대사람,기타,기타,28,0,12,17,0
1,8,차대차,정면충돌,정면충돌,29,0,12,32,2
1,8,차대차,측면충돌,측면충돌,175,1,44,231,9
1,8,차대차,후진중충돌,후진중충돌,7,0,1,7,0
1,8,차대차,추돌,추돌,116,3,33,161,10
1,8,차대차,기타,기타,86,1,14,100,8
1,8,차량단독,전도,전도,4,0,0,3,1
1,8,차량단독,공작물충돌,공작물충돌,5,0,2,6,1
1,8,차량단독,도로이탈,도로이탈 추락,1,0,2,1,0
1,8,차량단독,도로이탈,도로이탈 기타,1,0,0,1,0
1,8,차량단독,기타,기타,10,0,1,9,2
1,9,차대사람,횡단중,횡단중,27,0,15,13,0
1,9,차대사람,차도통행중,차도통행중,8,0,4,4,0
1,9,차대사람,길가장자리구역통행중,길가장자리구역통행중,3,0,0,3,0
1,9,차대사람,보도통행중,보도통행중,3,0,1,2,0
1,9,차대사람,기타,기타,20,0,5,15,0
1,9,차대차,정면충돌,정면충돌,15,0,4,14,1
1,9,차대차,측면충돌,측면충돌,145,1,39,196,12
1,9,차대차,후진중충돌,후진중충돌,13,0,2,19,0
1,9,차대차,추돌,추돌,115,0,21,218,10
1,9,차대차,기타,기타,108,0,32,121,6
1,9,차량단독,공작물충돌,공작물충돌,9,0,3,4,3
1,9,차량단독,도로이탈,도로이탈 기타,2,0,1,1,0
1,9,차량단독,기타,기타,3,0,1,1,1
1,10,차대사람,횡단중,횡단중,23,0,11,12,2
1,10,차대사람,차도통행중,차도통행중,3,0,2,2,0
1,10,차대사람,길가장자리구역통행중,길가장자리구역통행중,1,0,0,1,0
1,10,차대사람,보도통행중,보도통행중,1,0,1,0,0
1,10,차대사람,기타,기타,21,1,6,13,1
1,10,차대차,정면충돌,정면충돌,17,1,6,20,0
1,10,차대차,측면충돌,측면충돌,126,0,22,173,9
1,10,차대차,후진중충돌,후진중충돌,3,0,1,2,0
1,10,차대차,추돌,추돌,58,0,9,95,3
1,10,차대차,기타,기타,83,0,22,84,8
1,10,차량단독,전도,전도,1,0,0,1,0
1,10,차량단독,공작물충돌,공작물충돌,3,0,1,2,0
1,10,차량단독,도로이탈,도로이탈 추락,1,0,0,1,0
1,10,차량단독,기타,기타,6,0,1,6,1
1,11,차대사람,횡단중,횡단중,32,1,19,13,0
1,11,차대사람,차도통행중,차도통행중,7,0,4,3,0
1,11,차대사람,길가장자리구역통행중,길가장자리구역통행중,6,1,1,4,0
1,11,차대사람,보도통행중,보도통행중,4,0,1,3,0
1,11,차대사람,기타,기타,31,3,9,15,4
1,11,차대차,정면충돌,정면충돌,28,0,14,34,1
1,11,차대차,측면충돌,측면충돌,188,0,39,220,16
1,11,차대차,후진중충돌,후진중충돌,10,0,1,9,6
1,11,차대차,추돌,추돌,99,0,18,143,6
1,11,차대차,기타,기타,113,0,29,105,12
1,11,차량단독,전도,전도,1,0,1,0,0
1,11,차량단독,전복,전복,1,1,0,0,0
1,11,차량단독,공작물충돌,공작물충돌,4,0,3,2,0
1,11,차량단독,도로이탈,도로이탈 추락,2,0,3,1,1
1,11,차량단독,기타,기타,5,0,3,3,0
1,12,차대사람,횡단중,횡단중,24,0,14,11,0
1,12,차대사람,차도통행중,차도통행중,14,0,4,11,0
1,12,차대사람,길가장자리구역통행중,길가장자리구역통행중,8,0,2,6,0
1,12,차대사람,보도통행중,보도통행중,3,0,2,1,0
1,12,차대사람,기타,기타,25,1,13,11,1
1,12,차대차,정면충돌,정면충돌,27,0,14,30,1
1,12,차대차,측면충돌,측면충돌,158,0,36,177,20
1,12,차대차,후진중충돌,후진중충돌,2,0,0,2,0
1,12,차대차,추돌,추돌,81,2,23,122,6
1,12,차대차,기타,기타,99,0,19,109,8
1,12,차량단독,공작물충돌,공작물충돌,7,0,6,3,1
1,12,차량단독,도로이탈,도로이탈 추락,2,0,3,1,0
1,12,차량단독,기타,기타,5,0,2,3,0
1,13,차대사람,횡단중,횡단중,37,3,23,15,0
1,13,차대사람,차도통행중,차도통행중,13,0,2,12,0
1,13,차대사람,길가장자리구역통행중,길가장자리구역통행중,1,0,0,1,0
1,13,차대사람,보도통행중,보도통행중,7,0,3,4,0
1,13,차대사람,기타,기타,45,0,17,26,5
1,13,차대차,정면충돌,정면충돌,21,1,15,17,2
1,13,차대차,측면충돌,측면충돌,171,0,46,231,10
1,13,차대차,후진중충돌,후진중충돌,10,0,0,12,0
1,13,차대차,추돌,추돌,85,2,15,109,11
1,13,차대차,기타,기타,94,0,20,115,4
1,13,차량단독,전복,전복,1,0,0,0,1
1,13,차량단독,공작물충돌,공작물충돌,8,1,2,8,1
1,13,차량단독,기타,기타,9,0,5,3,1
1,14,차대사람,횡단중,횡단중,48,0,25,22,3
1,14,차대사람,차도통행중,차도통행중,10,0,7,3,0
1,14,차대사람,길가장자리구역통행중,길가장자리구역통행중,7,0,1,4,2
1,14,차대사람,보도통행중,보도통행중,5,0,1,4,0
1,14,차대사람,기타,기타,44,0,14,31,4
1,14,차대차,정면충돌,정면충돌,18,0,9,15,2
1,14,차대차,측면충돌,측면충돌,220,2,60,250,22
1,14,차대차,후진중충돌,후진중충돌,6,0,1,6,0
1,14,차대차,추돌,추돌,117,2,17,152,10
1,14,차대차,기타,기타,118,2,30,107,10
1,14,차량단독,전도,전도,2,0,1,0,1
1,14,차량단독,전복,전복,1,0,0,1,0
1,14,차량단독,공작물충돌,공작물충돌,11,0,6,8,1
1,14,차량단독,도로이탈,도로이탈 추락,2,0,0,1,1
1,14,차량단독,기타,기타,6,0,4,2,0
1,15,차대사람,횡단중,횡단중,37,1,19,18,0
1,15,차대사람,차도통행중,차도통행중,7,1,3,3,0
1,15,차대사람,길가장자리구역통행중,길가장자리구역통행중,7,0,0,7,0
1,15,차대사람,보도통행중,보도통행중,6,0,2,4,0
1,15,차대사람,기타,기타,39,2,13,21,4
1,15,차대차,정면충돌,정면충돌,15,1,7,20,0
1,15,차대차,측면충돌,측면충돌,242,1,57,295,8
1,15,차대차,후진중충돌,후진중충돌,3,0,0,3,0
1,15,차대차,추돌,추돌,102,1,17,137,9
1,15,차대차,기타,기타,129,0,22,154,11
1,15,차량단독,전도,전도,3,0,1,1,1
1,15,차량단독,공작물충돌,공작물충돌,4,1,0,4,1
1,15,차량단독,기타,기타,8,0,6,1,1
1,16,차대사람,횡단중,횡단중,22,0,11,11,1
1,16,차대사람,차도통행중,차도통행중,5,0,2,4,0
1,16,차대사람,길가장자리구역통행중,길가장자리구역통행중,6,2,1,3,1
1,16,차대사람,보도통행중,보도통행중,5,0,2,4,0
1,16,차대사람,기타,기타,36,2,10,26,2
1,16,차대차,정면충돌,정면충돌,21,0,12,21,1
1,16,차대차,측면충돌,측면충돌,155,0,44,196,17
1,16,차대차,후진중충돌,후진중충돌,10,0,1,10,2
1,16,차대차,추돌,추돌,68,1,12,109,4
1,16,차대차,기타,기타,113,0,28,116,8
1,16,차량단독,전도,전도,3,0,1,1,1
1,16,차량단독,공작물충돌,공작물충돌,8,1,3,6,1
1,16,차량단독,도로이탈,도로이탈 기타,1,0,0,1,0
1,16,차량단독,기타,기타,7,0,5,3,0
1,17,차대사람,횡단중,횡단중,14,0,4,8,2
1,17,차대사람,차도통행중,차도통행중,7,0,5,2,0
1,17,차대사람,길가장자리구역통행중,길가장자리구역통행중,2,0,1,0,1
1,17,차대사람,보도통행중,보도통행중,1,0,0,1,0
1,17,차대사람,기타,기타,19,1,7,11,0
1,17,차대차,정면충돌,정면충돌,20,0,9,19,0
1,17,차대차,측면충돌,측면충돌,101,1,24,113,9
1,17,차대차,후진중충돌,후진중충돌,5,0,0,8,0
1,17,차대차,추돌,추돌,45,0,12,85,6
1,17,차대차,기타,기타,55,0,15,65,6
1,17,차량단독,전도,전도,2,0,0,2,1
1,17,차량단독,전복,전복,1,0,0,0,1
1,17,차량단독,공작물충돌,공작물충돌,5,1,1,1,3
1,17,차량단독,기타,기타,3,0,1,2,0
1,18,차대사람,횡단중,횡단중,29,2,14,12,1
1,18,차대사람,차도통행중,차도통행중,8,0,4,4,0
1,18,차대사람,길가장자리구역통행중,길가장자리구역통행중,2,0,0,1,1
1,18,차대사람,보도통행중,보도통행중,8,0,1,7,1
1,18,차대사람,기타,기타,36,1,15,18,3
1,18,차대차,정면충돌,정면충돌,20,0,10,23,2
1,18,차대차,측면충돌,측면충돌,164,1,49,193,8
1,18,차대차,후진중충돌,후진중충돌,4,0,0,4,0
1,18,차대차,추돌,추돌,89,3,25,116,2
1,18,차대차,기타,기타,94,0,25,104,7
1,18,차량단독,전도,전도,3,0,0,0,3
1,18,차량단독,공작물충돌,공작물충돌,7,1,3,5,1
1,18,차량단독,도로이탈,도로이탈 추락,2,0,4,2,0
1,18,차량단독,기타,기타,9,1,1,4,3
1,19,차대사람,횡단중,횡단중,31,0,11,21,2
1,19,차대사람,차도통행중,차도통행중,11,0,5,6,0
1,19,차대사람,길가장자리구역통행중,길가장자리구역통행중,6,0,1,5,0
1,19,차대사람,보도통행중,보도통행중,5,1,0,4,0
1,19,차대사람,기타,기타,38,2,17,16,3
1,19,차대차,정면충돌,정면충돌,19,1,12,20,2
1,19,차대차,측면충돌,측면충돌,224,0,55,261,20
1,19,차대차,후진중충돌,후진중충돌,6,0,1,6,0
1,19,차대차,추돌,추돌,109,1,25,155,5
1,19,차대차,기타,기타,141,0,32,134,11
1,19,차량단독,전도,전도,2,0,0,1,1
1,19,차량단독,전복,전복,1,0,0,1,0
1,19,차량단독,공작물충돌,공작물충돌,2,0,2,0,0
1,19,차량단독,기타,기타,9,2,2,3,2
1,20,차대사람,횡단중,횡단중,42,0,18,24,2
1,20,차대사람,차도통행중,차도통행중,10,3,2,5,0
1,20,차대사람,길가장자리구역통행중,길가장자리구역통행중,7,0,2,6,0
1,20,차대사람,보도통행중,보도통행중,4,0,1,3,0
1,20,차대사람,기타,기타,48,1,17,29,4
1,20,차대차,정면충돌,정면충돌,29,1,11,26,2
1,20,차대차,측면충돌,측면충돌,190,0,42,224,17
1,20,차대차,후진중충돌,후진중충돌,9,0,0,12,0
1,20,차대차,추돌,추돌,134,1,24,191,11
1,20,차대차,기타,기타,178,2,35,174,22
1,20,차량단독,전도,전도,4,1,0,1,2
1,20,차량단독,공작물충돌,공작물충돌,7,0,0,5,2
1,20,차량단독,주/정차차량 충돌,주/정차차량 충돌,1,0,0,1,0
1,20,차량단독,기타,기타,7,0,2,5,2
1,21,차대사람,횡단중,횡단중,55,3,24,29,1
1,21,차대사람,차도통행중,차도통행중,12,1,5,5,2
1,21,차대사람,길가장자리구역통행중,길가장자리구역통행중,6,1,1,4,0
1,21,차대사람,보도통행중,보도통행중,5,1,0,5,0
1,21,차대사람,기타,기타,43,1,14,27,3
1,21,차대차,정면충돌,정면충돌,18,0,6,23,1
1,21,차대차,측면충돌,측면충돌,189,0,37,224,16
1,21,차대차,후진중충돌,후진중충돌,7,0,0,7,0
1,21,차대차,추돌,추돌,104,3,16,136,6
1,21,차대차,기타,기타,137,1,30,150,11
1,21,차량단독,전도,전도,4,1,3,0,0
1,21,차량단독,공작물충돌,공작물충돌,5,2,0,3,0
1,21,차량단독,도로이탈,도로이탈 기타,1,0,1,0,0
1,21,차량단독,기타,기타,9,1,2,5,1
1,22,차대사람,횡단중,횡단중,41,2,22,15,3
1,22,차대사람,차도통행중,차도통행중,3,1,1,0,1
1,22,차대사람,길가장자리구역통행중,길가장자리구역통행중,7,0,2,5,0
1,22,차대사람,보도통행중,보도통행중,1,0,1,0,0
1,22,차대사람,기타,기타,33,2,14,18,3
1,22,차대차,정면충돌,정면충돌,24,1,8,24,2
1,22,차대차,측면충돌,측면충돌,215,0,46,237,14
1,22,차대차,후진중충돌,후진중충돌,10,0,3,11,1
1,22,차대차,추돌,추돌,113,1,26,144,8
1,22,차대차,기타,기타,128,0,28,130,12
1,22,차량단독,전도,전도,3,0,1,3,0
1,22,차량단독,전복,전복,1,0,1,0,0
1,22,차량단독,공작물충돌,공작물충돌,6,1,1,3,1
1,22,차량단독,도로이탈,도로이탈 기타,1,0,1,0,1
1,22,차량단독,기타,기타,6,0,2,4,0
1,23,차대사람,횡단중,횡단중,23,0,10,13,0
1,23,차대사람,차도통행중,차도통행중,14,1,5,8,0
1,23,차대사람,길가장자리구역통행중,길가장자리구역통행중,7,0,1,6,0
1,23,차대사람,보도통행중,보도통행중,4,0,2,3,0
1,23,차대사람,기타,기타,27,0,5,22,1
1,23,차대차,정면충돌,정면충돌,19,1,7,25,2
1,23,차대차,측면충돌,측면충돌,184,2,46,233,13
1,23,차대차,후진중충돌,후진중충돌,7,0,0,9,2
1,23,차대차,추돌,추돌,88,0,15,145,8
1,23,차대차,기타,기타,90,0,23,113,10
1,23,차량단독,전도,전도,3,0,1,2,0
1,23,차량단독,전복,전복,1,0,1,0,0
1,23,차량단독,공작물충돌,공작물충돌,5,0,4,3,0
1,23,차량단독,도로이탈,도로이탈 기타,1,1,0,0,1
1,23,차량단독,기타,기타,13,0,4,9,1
1,24,차대사람,횡단중,횡단중,26,2,12,13,4
1,24,차대사람,차도통행중,차도통행중,7,1,2,3,1
1,24,차대사람,길가장자리구역통행중,길가장자리구역통행중,3,0,1,2,0
1,24,차대사람,보도통행중,보도통행중,3,0,0,3,0
1,24,차대사람,기타,기타,27,1,12,12,3
1,24,차대차,정면충돌,정면충돌,15,1,10,12,0
1,24,차대차,측면충돌,측면충돌,127,0,39,153,7
1,24,차대차,후진중충돌,후진중충돌,4,0,1,2,1
1,24,차대차,추돌,추돌,48,0,6,68,3
1,24,차대차,기타,기타,75,1,14,93,7
1,24,차량단독,전도,전도,4,0,0,2,2
1,24,차량단독,전복,전복,3,1,2,1,0
1,24,차량단독,공작물충돌,공작물충돌,7,0,4,3,1
1,24,차량단독,기타,기타,4,0,2,2,0
1,25,차대사람,횡단중,횡단중,41,1,19,22,1
1,25,차대사람,차도통행중,차도통행중,6,0,3,3,0
1,25,차대사람,길가장자리구역통행중,길가장자리구역통행중,12,1,2,10,0
1,25,차대사람,보도통행중,보도통행중,6,1,2,3,0
1,25,차대사람,기타,기타,44,0,12,26,6
1,25,차대차,정면충돌,정면충돌,27,0,10,28,1
1,25,차대차,측면충돌,측면충돌,199,2,52,223,22
1,25,차대차,후진중충돌,후진중충돌,11,0,2,14,1
1,25,차대차,추돌,추돌,93,1,19,130,5
1,25,차대차,기타,기타,96,0,25,103,8
1,25,차량단독,전도,전도,2,0,2,0,0
1,25,차량단독,공작물충돌,공작물충돌,7,3,5,2,0
1,25,차량단독,도로이탈,도로이탈 추락,1,0,0,1,0
1,25,차량단독,기타,기타,9,1,3,5,2
1,26,차대사람,횡단중,횡단중,49,5,24,19,2
1,26,차대사람,차도통행중,차도통행중,9,0,3,7,0
1,26,차대사람,길가장자리구역통행중,길가장자리구역통행중,2,0,1,3,0
1,26,차대사람,보도통행중,보도통행중,7,0,4,3,1
1,26,차대사람,기타,기타,32,0,11,20,1
1,26,차대차,정면충돌,정면충돌,16,1,8,13,3
1,26,차대차,측면충돌,측면충돌,200,0,53,235,15
1,26,차대차,후진중충돌,후진중충돌,12,0,0,13,0
1,26,차대차,추돌,추돌,91,0,16,116,8
1,26,차대차,기타,기타,96,0,16,113,7
1,26,차량단독,전도,전도,6,0,2,0,4
1,26,차량단독,전복,전복,1,0,0,2,0
1,26,차량단독,공작물충돌,공작물충돌,9,0,6,3,1
1,26,차량단독,도로이탈,도로이탈 추락,2,1,1,0,1
1,26,차량단독,도로이탈,도로이탈 기타,1,0,0,1,0
1,26,차량단독,기타,기타,7,0,3,4,1
1,27,차대사람,횡단중,횡단중,36,0,20,17,0
1,27,차대사람,차도통행중,차도통행중,12,1,9,3,0
1,27,차대사람,길가장자리구역통행중,길가장자리구역통행중,10,0,4,6,0
1,27,차대사람,보도통행중,보도통행중,8,0,3,5,0
1,27,차대사람,기타,기타,35,0,10,20,5
1,27,차대차,정면충돌,정면충돌,10,0,3,8,1
1,27,차대차,측면충돌,측면충돌,190,4,64,209,13
1,27,차대차,후진중충돌,후진중충돌,14,0,1,14,3
1,27,차대차,추돌,추돌,81,2,22,115,6
1,27,차대차,기타,기타,98,1,26,98,5
1,27,차량단독,전도,전도,3,0,0,0,3
1,27,차량단독,공작물충돌,공작물충돌,2,0,2,2,0
1,27,차량단독,도로이탈,도로이탈 추락,2,0,3,1,0
1,27,차량단독,기타,기타,16,0,9,7,2
1,28,차대사람,횡단중,횡단중,38,1,17,22,1
1,28,차대사람,차도통행중,차도통행중,11,1,7,3,0
1,28,차대사람,길가장자리구역통행중,길가장자리구역통행중,7,0,3,4,0
1,28,차대사람,보도통행중,보도통행중,8,0,6,1,1
1,28,차대사람,기타,기타,22,0,3,17,3
1,28,차대차,정면충돌,정면충돌,20,0,8,21,0
1,28,차대차,측면충돌,측면충돌,170,0,36,208,12
1,28,차대차,후진중충돌,후진중충돌,5,0,0,5,0
1,28,차대차,추돌,추돌,95,0,20,130,9
1,28,차대차,기타,기타,127,1,24,153,10
1,28,차량단독,전도,전도,3,0,1,2,0
1,28,차량단독,공작물충돌,공작물충돌,6,0,1,5,0
1,28,차량단독,도로이탈,도로이탈 추락,1,1,0,0,0
1,28,차량단독,기타,기타,10,0,3,6,2
1,29,차대사람,횡단중,횡단중,44,2,17,21,4
1,29,차대사람,차도통행중,차도통행중,9,0,3,5,1
1,29,차대사람,길가장자리구역통행중,길가장자리구역통행중,11,0,1,11,0
1,29,차대사람,보도통행중,보도통행중,5,0,1,3,1
1,29,차대사람,기타,기타,43,0,15,31,1
1,29,차대차,정면충돌,정면충돌,24,0,6,33,1
1,29,차대차,측면충돌,측면충돌,195,1,37,250,15
1,29,차대차,후진중충돌,후진중충돌,8,0,0,10,0
1,29,차대차,추돌,추돌,98,0,16,141,7
1,29,차대차,기타,기타,138,2,32,136,11
1,29,차량단독,전도,전도,1,0,0,1,0
1,29,차량단독,전복,전복,1,1,0,0,0
1,29,차량단독,공작물충돌,공작물충돌,6,0,5,5,0
1,29,차량단독,기타,기타,9,0,3,3,3
1,30,차대사람,횡단중,횡단중,38,0,20,20,2
1,30,차대사람,차도통행중,차도통행중,4,0,2,3,0
1,30,차대사람,길가장자리구역통행중,길가장자리구역통행중,10,0,3,6,1
1,30,차대사람,보도통행중,보도통행중,7,0,1,6,0
1,30,차대사람,기타,기타,34,1,5,28,4
1,30,차대차,정면충돌,정면충돌,11,0,3,10,2
1,30,차대차,측면충돌,측면충돌,180,1,47,244,8
1,30,차대차,후진중충돌,후진중충돌,10,0,1,17,0
1,30,차대차,추돌,추돌,97,1,13,159,9
1,30,차대차,기타,기타,129,0,26,173,5
1,30,차량단독,전도,전도,3,0,1,2,0
1,30,차량단독,공작물충돌,공작물충돌,11,2,6,6,0
1,30,차량단독,도로이탈,도로이탈 추락,2,0,2,2,0
1,30,차량단독,도로이탈,도로이탈 기타,1,2,0,0,0
1,30,차량단독,기타,기타,9,2,1,4,2
1,31,차대사람,횡단중,횡단중,22,1,11,12,0
1,31,차대사람,차도통행중,차도통행중,7,0,2,4,1
1,31,차대사람,길가장자리구역통행중,길가장자리구역통행중,3,0,1,0,2
1,31,차대사람,보도통행중,보도통행중,3,0,1,2,0
1,31,차대사람,기타,기타,17,1,6,16,2
1,31,차대차,정면충돌,정면충돌,23,0,10,26,2
1,31,차대차,측면충돌,측면충돌,138,1,33,188,8
1,31,차대차,후진중충돌,후진중충돌,6,0,0,9,0
1,31,차대차,추돌,추돌,56,0,10,83,3
1,31,차대차,기타,기타,88,0,27,87,2
1,31,차량단독,전도,전도,3,0,2,1,0
1,31,차량단독,공작물충돌,공작물충돌,3,1,0,0,2
1,31,차량단독,도로이탈,도로이탈 추락,1,0,2,0,0
1,31,차량단독,기타,기타,3,1,1,1,0
2,1,차대사람,횡단중,횡단중,34,0,19,16,0
2,1,차대사람,차도통행중,차도통행중,9,0,4,5,0
2,1,차대사람,길가장자리구역통행중,길가장자리구역통행중,5,0,1,5,0
2,1,차대사람,보도통행중,보도통행중,4,0,2,2,0
2,1,차대사람,기타,기타,40,1,11,24,4
2,1,차대차,정면충돌,정면충돌,23,0,15,20,2
2,1,차대차,측면충돌,측면충돌,174,1,53,193,12
2,1,차대차,후진중충돌,후진중충돌,5,0,0,8,0
2,1,차대차,추돌,추돌,84,2,16,123,5
2,1,차대차,기타,기타,102,1,24,114,5
2,1,차량단독,전복,전복,2,7,5,1,0
2,1,차량단독,공작물충돌,공작물충돌,8,1,3,4,1
2,1,차량단독,도로이탈,도로이탈 추락,2,0,2,1,0
2,1,차량단독,기타,기타,6,2,1,2,3
2,2,차대사람,횡단중,횡단중,33,0,14,17,3
2,2,차대사람,차도통행중,차도통행중,9,0,3,6,0
2,2,차대사람,길가장자리구역통행중,길가장자리구역통행중,6,0,1,4,1
2,2,차대사람,보도통행중,보도통행중,1,0,0,1,0
2,2,차대사람,기타,기타,31,0,13,19,0
2,2,차대차,정면충돌,정면충돌,20,0,7,20,1
2,2,차대차,측면충돌,측면충돌,173,2,36,205,9
2,2,차대차,후진중충돌,후진중충돌,9,0,1,11,1
2,2,차대차,추돌,추돌,69,1,19,95,0
2,2,차대차,기타,기타,120,1,20,122,8
2,2,차량단독,전도,전도,3,0,1,2,0
2,2,차량단독,공작물충돌,공작물충돌,8,1,12,22,3
2,2,차량단독,도로이탈,도로이탈 추락,1,0,1,0,0
2,2,차량단독,기타,기타,14,0,4,10,1
2,3,차대사람,횡단중,횡단중,34,1,11,23,2
2,3,차대사람,차도통행중,차도통행중,5,0,2,3,0
2,3,차대사람,길가장자리구역통행중,길가장자리구역통행중,4,0,0,4,0
2,3,차대사람,보도통행중,보도통행중,9,0,4,5,0
2,3,차대사람,기타,기타,43,2,10,31,2
2,3,차대차,정면충돌,정면충돌,26,1,7,26,0
2,3,차대차,측면충돌,측면충돌,196,0,31,260,14
